2025-10-12 10:22:25 | INFO     | rvm_sistemi | SYSTEM: Doğrulama servisi başlatıldı.
2025-10-12 10:22:25 | INFO     | rvm_sistemi | SYSTEM: Kart arama başlatıldı.
2025-10-12 10:22:25 | INFO     | rvm_sistemi | SYSTEM: /dev/ttyUSB1 portu deneniyor...
2025-10-12 10:22:27 | INFO     | rvm_sistemi | SYSTEM: Reset komutu gönderiliyor...
2025-10-12 10:22:29 | INFO     | rvm_sistemi | SYSTEM: Kimlik sorgusu gönderiliyor...
2025-10-12 10:22:29 | INFO     | rvm_sistemi | SUCCESS: MOTOR kartı /dev/ttyUSB1 portunda bulundu.
2025-10-12 10:22:29 | INFO     | rvm_sistemi | SYSTEM: /dev/ttyUSB0 portu deneniyor...
2025-10-12 10:22:31 | INFO     | rvm_sistemi | SYSTEM: Reset komutu gönderiliyor...
2025-10-12 10:22:33 | INFO     | rvm_sistemi | SYSTEM: Kimlik sorgusu gönderiliyor...
2025-10-12 10:22:33 | INFO     | rvm_sistemi | SUCCESS: SENSOR kartı /dev/ttyUSB0 portunda bulundu.
2025-10-12 10:22:33 | INFO     | rvm_sistemi | SYSTEM: Port arama sonucu: Kartlar başarıyla bulundu.
2025-10-12 10:22:33 | INFO     | rvm_sistemi | SYSTEM: Bulunan portlar: {'motor': '/dev/ttyUSB1', 'sensor': '/dev/ttyUSB0'}
2025-10-12 10:22:33 | INFO     | rvm_sistemi | SENSOR: Sensör kartı başlatıldı: /dev/ttyUSB0
2025-10-12 10:22:33 | INFO     | rvm_sistemi | MOTOR: Motor kartı başlatıldı: /dev/ttyUSB1
2025-10-12 10:22:33 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | 🔌 Modbus bağlantısı deneniyor: /dev/ttyS0
2025-10-12 10:22:34 | WARNING  | rvm_sistemi.makine.modbus.modbus_istemci | ⚠️ /dev/ttyS0 portunda cihaz bulunamadı
2025-10-12 10:22:34 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | 🔌 Modbus bağlantısı deneniyor: /dev/ttyS1
2025-10-12 10:22:34 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | ✅ Modbus bağlantısı başarılı: /dev/ttyS1
2025-10-12 10:22:34 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | 🔄 Sürücülere reset gönderiliyor...
2025-10-12 10:22:34 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | 🔄 Sürücü 1: Reset atılıyor
2025-10-12 10:22:35 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: ykt
2025-10-12 10:22:35 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: skt
2025-10-12 10:22:35 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | ✅ Sürücü 1: Reset tamamlandı
2025-10-12 10:22:35 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | 🔄 Sürücü 2: Reset atılıyor
2025-10-12 10:22:35 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | ✅ Sürücü 2: Reset tamamlandı
2025-10-12 10:22:36 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | ✅ Reset tamamlandı, sürekli haberleşme başlayacak
2025-10-12 10:22:36 | INFO     | rvm_sistemi.makine.modbus.modbus_kontrol | 🛡️ Sıkışma koruması başlatıldı
2025-10-12 10:22:36 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | 📊 Sürekli okuma thread'i başlatıldı
2025-10-12 10:22:36 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | 🔧 Sürücü 1: Frekans ayarlanıyor 50.0 Hz
2025-10-12 10:22:36 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | ✅ Sürücü 1: Frekans ayarlandı 50.0 Hz
2025-10-12 10:22:36 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | 🔧 Sürücü 2: Frekans ayarlanıyor 50.0 Hz
2025-10-12 10:22:36 | INFO     | rvm_sistemi.makine.modbus.modbus_istemci | ✅ Sürücü 2: Frekans ayarlandı 50.0 Hz
2025-10-12 10:22:37 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: kma
2025-10-12 10:22:37 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: ymk
2025-10-12 10:22:38 | INFO     | rvm_sistemi | OTURUM_VAR: Motor hazır - Sistem başlatıldı
2025-10-12 10:22:38 | INFO     | rvm_sistemi | OTURUM_VAR: Motor kontrol referansı ayarlandı - Otomatik ezici kontrolü aktif
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: Motor kontrol referansı oturum_var modülüne ve merkezi sisteme ayarlandı
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: Heartbeat sistemi başlatıldı - Interval: 60s, Max Errors: 5
2025-10-12 10:22:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Servis başlatıldı - Task ID: 125883489445568, Başlangıç zamanı: 2025-10-12 10:22:38
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: RVM Sistemi Arka Plan Servisleri Başlatılıyor...
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: Uvicorn sunucusu http://0.0.0.0:4321 adresinde başlatılıyor.
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: Ürün güncelleme: Her 6 saatte bir otomatik
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: Ürün güncelleme zamanlayıcısı başlatıldı
2025-10-12 10:22:38 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: Güç Var.
2025-10-12 10:22:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Döngü başlatıldı
2025-10-12 10:22:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #1
2025-10-12 10:22:38 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:22:38 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: Ürün güncelleyici başlatılıyor (her 1 dakikada bir)
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: İlk ürün güncellemesi yapılıyor...
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SYSTEM: Ürün güncellemesi başlatılıyor... (2025-10-12 07:22:38 UTC)
2025-10-12 10:22:38 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/getAllProducts
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:22:38 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.10s, Döngü: #1
2025-10-12 10:22:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.102s, Başarı oranı: 100.0%
2025-10-12 10:22:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:22:41 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: kmk
2025-10-12 10:22:41 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: smk
2025-10-12 10:22:45 | INFO     | rvm_sistemi | SUCCESS: İstek (getAllProducts) başarıyla gönderildi. Kod: 200
2025-10-12 10:22:45 | INFO     | rvm_sistemi | SUCCESS: Ürün güncellemesi tamamlandı (2025-10-12 07:22:45 UTC)
2025-10-12 10:23:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #2
2025-10-12 10:23:38 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:23:38 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:23:38 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:23:38 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.05s, Döngü: #2
2025-10-12 10:23:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.052s, Başarı oranı: 100.0%
2025-10-12 10:23:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:23:53 | INFO     | rvm_sistemi | SYSTEM: Durum değiştiriliyor: oturum_yok -> bakim
2025-10-12 10:24:03 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: kmk
2025-10-12 10:24:06 | INFO     | rvm_sistemi | MOTOR: HAM MESAJ: kmk
2025-10-12 10:24:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #3
2025-10-12 10:24:38 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:24:38 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:24:38 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:24:38 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.10s, Döngü: #3
2025-10-12 10:24:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.096s, Başarı oranı: 100.0%
2025-10-12 10:24:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:25:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #4
2025-10-12 10:25:38 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:25:38 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:25:38 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:25:38 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.05s, Döngü: #4
2025-10-12 10:25:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.052s, Başarı oranı: 100.0%
2025-10-12 10:25:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:26:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #5
2025-10-12 10:26:38 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:26:38 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:26:38 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:26:38 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.06s, Döngü: #5
2025-10-12 10:26:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.057s, Başarı oranı: 100.0%
2025-10-12 10:26:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:27:38 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #6
2025-10-12 10:27:38 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:27:38 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:27:39 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:27:39 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.06s, Döngü: #6
2025-10-12 10:27:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.056s, Başarı oranı: 100.0%
2025-10-12 10:27:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:28:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #7
2025-10-12 10:28:39 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:28:39 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:28:39 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:28:39 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.05s, Döngü: #7
2025-10-12 10:28:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.050s, Başarı oranı: 100.0%
2025-10-12 10:28:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:29:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #8
2025-10-12 10:29:39 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:29:39 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:29:39 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:29:39 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.05s, Döngü: #8
2025-10-12 10:29:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.054s, Başarı oranı: 100.0%
2025-10-12 10:29:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:30:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #9
2025-10-12 10:30:39 | INFO     | rvm_sistemi | DIMDB: Heartbeat gönderiliyor...
2025-10-12 10:30:39 | INFO     | rvm_sistemi | DIMDB: İstek gönderiliyor: http://192.168.53.1:5432/heartbeat
2025-10-12 10:30:39 | INFO     | rvm_sistemi | SUCCESS: İstek (heartbeat) başarıyla gönderildi. Kod: 200
2025-10-12 10:30:39 | INFO     | rvm_sistemi | SUCCESS: Heartbeat başarıyla gönderildi - Süre: 0.06s, Döngü: #9
2025-10-12 10:30:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Performans - Gönderim süresi: 0.057s, Başarı oranı: 100.0%
2025-10-12 10:30:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Sonraki heartbeat için 60 saniye bekleniyor...
2025-10-12 10:31:39 | INFO     | rvm_sistemi | DIMDB: [HEARTBEAT] Gönderim başlatılıyor - Döngü #10
